id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,cycle_number,is_forecast,forecast_cap_rate1,forecast_date1,forecast_cap_rate2,forecast_date2
5549,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,76.0,2024-02-24 20:00:01,2024-02-24 22:01:50,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.4,0.0,0.0,48.2,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,73,False,,,,
5548,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,77.0,2024-02-26 20:00:01,2024-02-26 21:59:27,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.3,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,74,False,,,,
5547,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,78.0,2024-02-28 20:00:01,2024-02-28 21:59:47,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,75,False,,,,
5546,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,79.0,2024-03-01 20:00:01,2024-03-01 21:57:52,117.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.3,53.1,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,76,False,,,,
5545,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,80.0,2024-03-03 20:00:01,2024-03-03 22:03:04,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.2,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,77,False,,,,
5544,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,81.0,2024-03-05 20:00:01,2024-03-05 22:06:01,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.9,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,78,False,,,,
5543,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,82.0,2024-03-07 20:00:01,2024-03-07 22:08:00,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.9,52.7,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,79,False,,,,
5542,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,83.0,2024-03-09 20:00:01,2024-03-09 22:10:42,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,53.0,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,80,False,,,,
5541,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,84.0,2024-03-11 20:00:01,2024-03-11 22:07:53,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.5,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,81,False,,,,
5540,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,85.0,2024-03-13 20:00:01,2024-03-13 22:04:49,124.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,82,False,,,,
5539,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,86.0,2024-03-15 20:00:01,2024-03-15 22:06:59,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.4,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,83,False,,,,
5538,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,87.0,2024-03-17 20:00:01,2024-03-17 22:07:22,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,84,False,,,,
5537,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,88.0,2024-03-19 20:00:01,2024-03-19 22:05:39,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.8,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,85,False,,,,
5536,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,89.0,2024-03-21 20:00:01,2024-03-21 22:06:56,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.4,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,86,False,,,,
5535,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,90.0,2024-03-23 20:00:01,2024-03-23 22:03:31,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,53.0,0.0,0.0,48.3,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,87,False,,,,
5534,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,91.0,2024-03-25 20:00:01,2024-03-25 22:07:20,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,88,False,,,,
5533,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,92.0,2024-03-27 20:00:01,2024-03-27 22:03:47,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.7,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,89,False,,,,
5532,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,93.0,2024-03-29 20:00:01,2024-03-29 22:04:20,124.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.8,52.7,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,90,False,,,,
5531,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,94.0,2024-03-31 20:00:01,2024-03-31 22:06:21,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.9,52.6,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,91,False,,,,
5530,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,95.0,2024-04-02 20:00:01,2024-04-02 22:04:56,124.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.8,52.6,0.0,0.0,48.2,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,92,False,,,,
5529,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,96.0,2024-04-04 20:00:01,2024-04-04 22:05:17,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.9,52.7,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,93,False,,,,
5528,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,97.0,2024-04-06 20:00:01,2024-04-06 22:10:38,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.9,52.6,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,94,False,,,,
5527,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,98.0,2024-04-08 20:00:01,2024-04-08 22:06:15,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,53.5,53.4,0.0,0.0,48.3,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,95,False,,,,
5526,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,99.0,2024-04-10 20:00:01,2024-04-10 22:07:09,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.8,52.7,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,96,False,,,,
5525,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,100.0,2024-04-12 20:00:01,2024-04-12 22:08:40,128.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.6,52.4,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,97,False,,,,
5524,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,101.0,2024-04-14 20:00:01,2024-04-14 22:13:15,133.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,98,False,,,,
5523,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,102.0,2024-04-16 20:00:01,2024-04-16 22:14:52,134.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,53.0,52.8,0.0,0.0,47.8,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,,99,False,,,,
5522,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,103.0,2024-04-18 20:00:01,2024-04-18 22:13:32,133.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.5,52.4,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,,100,False,,,,
5521,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,104.0,2024-04-20 20:00:01,2024-04-20 22:17:04,137.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,53.2,53.0,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,101,False,,,,
5520,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,105.0,2024-04-22 20:00:01,2024-04-22 22:12:34,132.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,53.2,53.0,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,102,False,,,,
5519,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,106.0,2024-04-24 20:00:01,2024-04-24 22:09:09,129.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.6,52.5,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,103,False,,,,
5518,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,107.0,2024-04-26 20:00:01,2024-04-26 22:10:53,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,53.4,53.3,0.0,0.0,48.2,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,104,False,,,,
5517,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,108.0,2024-04-28 20:00:01,2024-04-28 22:14:06,134.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,53.3,53.1,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,105,False,,,,
5516,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,109.0,2024-04-30 20:00:01,2024-04-30 22:10:40,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.9,52.7,0.0,0.0,48.1,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,106,False,,,,
5515,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,110.0,2024-05-02 20:00:01,2024-05-02 22:09:06,129.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.9,52.7,0.0,0.0,47.9,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,107,False,,,,
5514,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,111.0,2024-05-04 20:00:01,2024-05-04 22:12:34,132.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.6,52.4,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,108,False,,,,
5513,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,112.0,2024-05-06 20:00:01,2024-05-06 22:13:12,133.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.6,52.3,0.0,0.0,47.9,47.8,0.0,0.0,,,,,,,,,LEAD_ACID,,109,False,,,,
5512,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,113.0,2024-05-08 20:00:01,2024-05-08 22:11:19,131.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.5,52.4,0.0,0.0,47.8,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,110,False,,,,
5511,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,114.0,2024-05-10 20:00:01,2024-05-10 22:13:52,133.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.8,52.5,0.0,0.0,47.8,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,111,False,,,,
5510,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,115.0,2024-05-12 20:00:00,2024-05-12 22:20:25,140.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.5,52.3,0.0,0.0,47.9,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,112,False,,,,
5509,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,116.0,2024-05-14 20:00:01,2024-05-14 22:17:39,137.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.8,52.6,0.0,0.0,47.7,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,,113,False,,,,
5508,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,117.0,2024-05-16 20:00:01,2024-05-16 22:18:19,138.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.8,52.6,0.0,0.0,47.7,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,114,False,,,,
5507,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,118.0,2024-05-18 20:00:01,2024-05-18 22:21:54,141.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,47.7,47.5,0.0,0.0,,,,,,,,,LEAD_ACID,,115,False,,,,
5506,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,119.0,2024-05-20 20:00:01,2024-05-20 22:23:41,143.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.5,52.3,0.0,0.0,47.8,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,116,False,,,,
5505,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,120.0,2024-05-22 20:00:01,2024-05-22 22:22:32,142.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.4,52.2,0.0,0.0,47.8,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,117,False,,,,
5504,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,121.0,2024-05-24 22:27:39,2024-05-25 00:56:50,149.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,54.6,54.5,0.0,0.0,48.9,48.7,0.0,0.0,,,,,,,,,LEAD_ACID,,118,False,,,,
5503,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,122.0,2024-05-26 20:00:00,2024-05-26 22:19:21,139.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.4,52.2,0.0,0.0,47.8,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,119,False,,,,
5502,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,123.0,2024-05-28 20:00:01,2024-05-28 22:18:50,138.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,47.3,47.2,0.0,0.0,,,,,,,,,LEAD_ACID,,120,False,,,,
5501,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,124.0,2024-05-30 20:00:01,2024-05-30 22:18:59,138.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.6,52.4,0.0,0.0,47.6,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,,121,False,,,,
5500,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,125.0,2024-06-01 20:00:01,2024-06-01 22:22:56,142.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.6,52.4,0.0,0.0,47.5,47.3,0.0,0.0,,,,,,,,,LEAD_ACID,,122,False,,,,
5499,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,126.0,2024-06-03 20:00:01,2024-06-03 22:17:01,137.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,47.2,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,,123,False,,,,
5497,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,128.0,2024-06-07 20:00:01,2024-06-07 22:19:48,139.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.3,52.2,0.0,0.0,46.9,46.8,0.0,0.0,,,,,,,,,LEAD_ACID,,124,False,,,,
5495,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,130.0,2024-06-11 20:00:01,2024-06-11 22:15:54,135.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.8,52.6,0.0,0.0,47.8,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,,125,False,,,,
5494,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,131.0,2024-06-13 20:00:01,2024-06-13 22:16:21,136.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.5,52.3,0.0,0.0,47.5,47.3,0.0,0.0,,,,,,,,,LEAD_ACID,,126,False,,,,
5493,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,132.0,2024-06-15 20:00:00,2024-06-15 22:16:18,136.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.2,52.1,0.0,0.0,47.2,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,,127,False,,,,
5492,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,133.0,2024-06-17 20:00:01,2024-06-17 22:18:15,138.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,65.0,0.0,0.0,53.1,52.8,0.0,0.0,47.1,47.0,0.0,0.0,,,,,,,,,LEAD_ACID,,128,False,,,,
5491,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,134.0,2024-06-19 20:00:02,2024-06-19 22:12:12,132.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,65.0,0.0,0.0,52.7,52.6,0.0,0.0,47.3,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,,129,False,,,,
5490,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,135.0,2024-06-21 20:00:01,2024-06-21 22:10:30,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,65.0,0.0,0.0,52.9,52.8,0.0,0.0,47.1,47.0,0.0,0.0,,,,,,,,,LEAD_ACID,,130,False,,,,
5489,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,136.0,2024-06-23 20:00:01,2024-06-23 22:10:11,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,47.1,47.0,0.0,0.0,,,,,,,,,LEAD_ACID,,131,False,,,,
5488,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,137.0,2024-06-25 20:54:39,2024-06-25 23:06:34,131.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.4,54.3,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,132,False,,,,
5487,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,138.0,2024-06-27 20:00:01,2024-06-27 22:14:50,134.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,47.0,46.8,0.0,0.0,,,,,,,,,LEAD_ACID,,133,False,,,,
5486,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,139.0,2024-06-29 20:00:01,2024-06-29 22:17:01,137.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.7,52.5,0.0,0.0,46.9,46.7,0.0,0.0,,,,,,,,,LEAD_ACID,,134,False,,,,
5485,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,140.0,2024-07-01 20:00:01,2024-07-01 22:15:13,135.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,51.9,51.7,0.0,0.0,47.0,46.8,0.0,0.0,,,,,,,,,LEAD_ACID,,135,False,,,,
5484,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,141.0,2024-07-03 20:00:01,2024-07-03 22:16:57,136.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.4,52.2,0.0,0.0,46.8,46.7,0.0,0.0,,,,,,,,,LEAD_ACID,,136,False,,,,
5483,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,142.0,2024-07-05 20:00:01,2024-07-05 22:13:35,133.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.1,51.9,0.0,0.0,46.9,46.7,0.0,0.0,,,,,,,,,LEAD_ACID,,137,False,,,,
5482,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,143.0,2024-07-07 20:00:01,2024-07-07 22:17:03,137.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.8,52.5,0.0,0.0,46.7,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,,138,False,,,,
5481,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,144.0,2024-07-09 20:00:02,2024-07-09 22:20:11,140.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.4,52.3,0.0,0.0,46.6,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,,139,False,,,,
5480,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,145.0,2024-07-11 20:00:00,2024-07-11 22:08:58,128.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,68.0,66.0,0.0,0.0,52.7,52.5,0.0,0.0,46.6,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,,140,False,,,,
5479,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,146.0,2024-07-13 20:00:01,2024-07-13 22:15:08,135.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,67.0,66.0,0.0,0.0,52.7,52.6,0.0,0.0,46.5,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,,141,False,,,,
5478,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,147.0,2024-07-15 20:00:01,2024-07-15 22:21:49,141.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,66.0,65.0,0.0,0.0,52.8,52.6,0.0,0.0,46.8,46.6,0.0,0.0,,,,,,,,,LEAD_ACID,,142,False,,,,
5477,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,148.0,2024-07-17 20:00:01,2024-07-17 22:18:56,138.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,52.0,51.9,0.0,0.0,46.6,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,,143,False,,,,
5476,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,149.0,2024-07-19 20:00:01,2024-07-19 22:14:28,134.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,67.0,66.0,0.0,0.0,52.7,52.5,0.0,0.0,46.6,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,,144,False,,,,
5475,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,150.0,2024-07-21 20:00:01,2024-07-21 22:18:33,138.0,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,67.0,66.0,0.0,0.0,52.7,52.5,0.0,0.0,46.6,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,,145,False,,,,
